name,lat,lon,provinsi,kabupaten,kecamatan
Woro,-7.1686435,112.0946263,JawaTimur,Bojonegoro,KepohBaru
Ketabang,-7.2577413,112.7475702,JawaTimur,Surabaya,Genteng
Genteng,-7.258511,112.7386147,JawaTimur,Surabaya,Genteng
Embong Kaliasin,-7.2692301,112.7442822,JawaTimur,Surabaya,Genteng
Kapasari,-7.2474521,112.749209,JawaTimur,Surabaya,Genteng
Peneleh,-7.2518361,112.7419957,JawaTimur,Surabaya,Genteng
Genteng,-7.2604033,112.7432439,JawaTimur,Surabaya,Genteng
Kapasan,-7.241759,112.7509015,JawaTimur,Surabaya,Simokerto
Simokerto,-7.2396349,112.7534717,JawaTimur,Surabaya,Simokerto
Simolawang,-7.2332045,112.7480627,JawaTimur,Surabaya,Simokerto
Tambakrejo,-7.2448674,112.7565746,JawaTimur,Surabaya,Simokerto
Sidodadi,-7.2370935,112.7473064,JawaTimur,Surabaya,Simokerto
Simokerto,-7.2379282,112.7571148,JawaTimur,Surabaya,Simokerto
Sidotopo,-7.2295059,112.7510811,JawaTimur,Surabaya,Semampir
Pegirian,-7.2285781,112.7519121,JawaTimur,Surabaya,Semampir
Semampir,-7.2143632,112.7484884,JawaTimur,Surabaya,Semampir
Ampel,-7.2296925,112.7435075,JawaTimur,Surabaya,Semampir
Wonokusumo,-7.2183152,112.7552237,JawaTimur,Surabaya,Semampir
Ujung,-7.2103026,112.7484884,JawaTimur,Surabaya,Semampir
Sidotopo Wetan,-7.2240779,112.7627254,JawaTimur,Surabaya,Kenjeran
Tanah Kali Kedinding,-7.2273059,112.7746418,JawaTimur,Surabaya,Kenjeran
Bulak Banteng,-7.2095022,112.7645804,JawaTimur,Surabaya,Kenjeran
Kenjeran,-7.2161869,112.7716523,JawaTimur,Surabaya,Kenjeran
Tambak Wedi,-7.2099186,112.7741642,JawaTimur,Surabaya,Kenjeran
Sukolilo Baru,-7.2452772,112.7969354,JawaTimur,Surabaya,Bulak
Kedung Cowek,-7.2172476,112.7820908,,,
Bulak,-7.2320133,112.7907637,JawaTimur,Surabaya,Bulak
Kenjeran,-7.2344824,112.7902943,JawaTimur,Surabaya,Bulak
Bulak,-7.2312073,112.780725,JawaTimur,Surabaya,Bulak
Perak Barat,-7.21995,112.7225123,JawaTimur,Surabaya,Krembangan
Morokrembangan,-7.2265302,112.7164698,JawaTimur,Surabaya,Krembangan
Krembangan Selatan,-7.2378825,112.7357013,JawaTimur,Surabaya,Krembangan
Kemayoran,-7.2376534,112.7289352,JawaTimur,Surabaya,Krembangan
Krembangan,-7.2268792,112.724527,JawaTimur,Surabaya,Krembangan
Dupak,-7.2415425,112.7177224,JawaTimur,Surabaya,Krembangan
Jepara,-7.241205,112.7282635,JawaTimur,Surabaya,Krembangan
Alon-Alon Contong,-7.2499919,112.7385968,JawaTimur,Surabaya,Bubutan
Bubutan,-7.2466007,112.7290722,JawaTimur,Surabaya,Bubutan
Tembok Dukuh,-7.2520409,112.7221253,JawaTimur,Surabaya,Bubutan
Gundih,-7.2485512,112.7271865,JawaTimur,Surabaya,Bubutan
Bubutan,-7.25045,112.7324545,JawaTimur,Surabaya,Bubutan
Pakis,-7.2865887,112.721873,JawaTimur,Surabaya,Sawahan
Banyu Urip,-7.2738375,112.7194317,JawaTimur,Surabaya,Sawahan
Putat Jaya,-7.2769269,112.7188867,JawaTimur,Surabaya,Sawahan
Sawahan,-7.2737751,112.7214435,JawaTimur,Surabaya,Sawahan
Petemon,-7.2617451,112.719356,JawaTimur,Surabaya,Sawahan
Sawahan,-7.2625112,112.7290411,JawaTimur,Surabaya,Sawahan
Kupang Krajan,-7.2706142,112.720801,JawaTimur,Surabaya,Sawahan
Sono Kwijenan,-7.2802407,112.7011452,JawaTimur,Surabaya,SukoManunggal
Simomulyo,-7.2626614,112.7115249,JawaTimur,Surabaya,SukoManunggal
Tanjungsari,-7.265988,112.6902726,JawaTimur,Surabaya,SukoManunggal
Simomulyo Baru,-7.2646719,112.7046913,JawaTimur,Surabaya,SukoManunggal
Sukomanunggal,-7.2708869,112.6993857,JawaTimur,Surabaya,SukoManunggal
Sukomanunggal,-7.2636581,112.6946963,JawaTimur,Surabaya,SukoManunggal
Putat Gede,-7.2879365,112.7010493,JawaTimur,Surabaya,SukoManunggal
Tambak Sarioso,-7.2379125,112.6796455,JawaTimur,Surabaya,Asemrowo
Genting Kalianak,-7.2326095,112.7013137,JawaTimur,Surabaya,Asemrowo
Asemrowo,-7.2379125,112.6890051,JawaTimur,Surabaya,Asemrowo
Asemrowo,-7.2435141,112.7044988,JawaTimur,Surabaya,Asemrowo
Pakal,-7.2309921,112.6145008,JawaTimur,Surabaya,Pakal
Sumberrejo,-7.2169164,112.6098148,JawaTimur,Surabaya,Pakal
Babat Jerawat,-7.241025,112.6285629,JawaTimur,Surabaya,Pakal
Benowo,-7.2374626,112.6106547,JawaTimur,Surabaya,Pakal
Pakal,-7.2379624,112.6183152,JawaTimur,Surabaya,Pakal
Bongkaran,-7.2424981,112.7426738,JawaTimur,Surabaya,PabeanCantian
Perak Utara,-7.2093483,112.7275738,JawaTimur,Surabaya,PabeanCantian
Nyamplungan,-7.2311084,112.7415205,JawaTimur,Surabaya,Semampir
Perak Timur,-7.2283596,112.7332107,JawaTimur,Surabaya,PabeanCantian
Dukuh Setro,-7.2371397,112.7772387,JawaTimur,Surabaya,Tambaksari
Tambaksari,-7.2526234,112.7556784,JawaTimur,Surabaya,Tambaksari
Kapasmadya Baru,-7.2405421,112.7661537,JawaTimur,Surabaya,Tambaksari
Gading,-7.2454151,112.7790907,JawaTimur,Surabaya,Tambaksari
Pacar Kembang,-7.2605069,112.7673754,JawaTimur,Surabaya,Tambaksari
Pacar Keling,-7.2616639,112.7575543,JawaTimur,Surabaya,Tambaksari
Rangkah,-7.247085,112.7640882,JawaTimur,Surabaya,Tambaksari
Balongsari,-7.2516622,112.6799646,JawaTimur,Surabaya,Tandes
Tandes,-7.2596035,112.6868476,JawaTimur,Surabaya,Tandes
Banjar Sugihan,-7.2536992,112.6595303,JawaTimur,Surabaya,Tandes
Karangpoh,-7.2662176,112.6792976,JawaTimur,Surabaya,Tandes
Manukan Wetan,-7.2498137,112.6661529,JawaTimur,Surabaya,Tandes
Manukan Kulon,-7.2607413,112.6654293,JawaTimur,Surabaya,Tandes
Tandes,-7.2565245,112.6732399,JawaTimur,Surabaya,Tandes
Kandangan,-7.2495113,112.6495006,JawaTimur,Surabaya,Benowo
Benowo,-7.2249067,112.6571375,JawaTimur,Surabaya,Benowo
Tambakoso Wilangon,-7.211707,112.6636819,JawaTimur,Surabaya,Benowo
Sememi,-7.2433768,112.6394567,JawaTimur,Surabaya,Benowo
Romokalisari,-7.2073763,112.6455936,JawaTimur,Surabaya,Benowo
Ploso,-7.2539356,112.7688198,JawaTimur,Surabaya,Tambaksari
Tambaksari,-7.2510229,112.7694946,JawaTimur,Surabaya,Tambaksari
Menanggal,-7.339886,112.7233632,JawaTimur,Surabaya,Gayungan
Lakarsantri,-7.3125244,112.6528235,JawaTimur,Surabaya,Lakarsantri
Penjaringan Sari,-7.3178485,112.785485,JawaTimur,Surabaya,Rungkut
Klampis Ngasem,-7.2888034,112.7759625,JawaTimur,Surabaya,Sukolilo
Sukolilo,-7.2891145,112.8042776,JawaTimur,Surabaya,Sukolilo
Wonorejo,-7.3103499,112.8156934,JawaTimur,Surabaya,Rungkut
Jambangan,-7.3191125,112.7146719,JawaTimur,Surabaya,Jambangan
Lakarsantri,-7.3000668,112.6336374,JawaTimur,Surabaya,Lakarsantri
Sambikerep,-7.2770527,112.6513272,JawaTimur,Surabaya,Sambikerep
Kejawen Putih Tambak,-7.2719653,112.8136707,JawaTimur,Surabaya,Mulyorejo
Kali Rungkut,-7.3197596,112.7736364,JawaTimur,Surabaya,Rungkut
Bangkingan,-7.3252585,112.6577731,JawaTimur,Surabaya,Lakarsantri
Mulyorejo,-7.2669497,112.7995587,JawaTimur,Surabaya,Mulyorejo
Darmo,-7.2881706,112.7351771,JawaTimur,Surabaya,Tegalsari
Balas Klumprik,-7.3268714,112.6856479,JawaTimur,Surabaya,Wiyung
Medokan Semampir,-7.303407,112.7906047,JawaTimur,Surabaya,Sukolilo
Kebonsari,-7.3271411,112.7155532,JawaTimur,Surabaya,Jambangan
Gebang Putih,-7.2819486,112.7920227,JawaTimur,Surabaya,Sukolilo
Sumur Welut,-7.3268005,112.671784,JawaTimur,Surabaya,Lakarsantri
Rungkut Menanggal,-7.3381495,112.7666601,JawaTimur,Surabaya,GunungAnyar
Manyar Sabrangan,-7.2831908,112.773947,JawaTimur,Surabaya,Sukolilo
Lidah Wetan,-7.3042929,112.6685336,JawaTimur,Surabaya,Lakarsantri
Dukuh Pakis,-7.2915814,112.700362,JawaTimur,Surabaya,SukoManunggal
Dukuh Menanggal,-7.3439455,112.7266703,JawaTimur,Surabaya,Gayungan
Babatan,-7.3021283,112.6809292,JawaTimur,Surabaya,Wiyung
Sambikerep,-7.2750909,112.6552513,JawaTimur,Surabaya,Sambikerep
Ngagel,-7.2884186,112.7444857,JawaTimur,Surabaya,Wonokromo
Warugunung,-7.341529,112.672942,JawaTimur,Surabaya,KarangPilang
Jemur Wonosari,-7.3244476,112.739493,JawaTimur,Surabaya,Wonocolo
Dukuh Pakis,-7.2936633,112.7110143,JawaTimur,Surabaya,DukuhPakis
Pagesangan,-7.3352355,112.7120451,JawaTimur,Surabaya,Jambangan
Ketintang,-7.3185306,112.7266201,JawaTimur,Surabaya,Gayungan
Sawunggaling,-7.3000981,112.7286146,JawaTimur,Surabaya,Wonokromo
Kedungdoro,-7.2632326,112.7356932,JawaTimur,Surabaya,Tegalsari
Gubeng,-7.2845576,112.7607804,JawaTimur,Surabaya,Gubeng
Rungkut,-7.3168803,112.8014326,JawaTimur,Surabaya,Rungkut
Lontar,-7.2772582,112.6680736,JawaTimur,Surabaya,Sambikerep
Semolowaru,-7.3017292,112.7818347,JawaTimur,Surabaya,Sukolilo
Bendul Merisi,-7.3098366,112.7441371,JawaTimur,Surabaya,Wonocolo
SiwalanKerto,-7.3365597,112.7364601,JawaTimur,Surabaya,Wonocolo
Dr. Sutomo,-7.2818337,112.7339015,JawaTimur,Surabaya,Tegalsari
Ngagelrejo,-7.2976275,112.7488217,JawaTimur,Surabaya,Wonokromo
Wonorejo,-7.2706966,112.7313022,JawaTimur,Surabaya,Tegalsari
Baratajaya,-7.2967089,112.758911,JawaTimur,Surabaya,Gubeng
Mojo,-7.2716523,112.7691263,JawaTimur,Surabaya,Gubeng
Gubeng,-7.2726744,112.7493614,JawaTimur,Surabaya,Gubeng
Ngiden Jangkungan,-7.3041985,112.7686024,JawaTimur,Surabaya,Sukolilo
Tenggilis Mejoyo,-7.3203995,112.7577899,JawaTimur,Surabaya,TenggilisMejoyo
Kedung Baruk,-7.3155767,112.7772233,JawaTimur,Surabaya,Rungkut
Rungkut Tengah,-7.3332642,112.7681951,JawaTimur,Surabaya,GunungAnyar
Kendangsari,-7.3238081,112.7516729,JawaTimur,Surabaya,TenggilisMejoyo
Gayungan,-7.3280127,112.7266703,JawaTimur,Surabaya,Gayungan
Tenggilis Mejoyo,-7.3239142,112.7563605,JawaTimur,Surabaya,TenggilisMejoyo
Gunung Anyar,-7.3384486,112.7925211,JawaTimur,Surabaya,GunungAnyar
Gunung Anyar,-7.3391296,112.7892833,JawaTimur,Surabaya,GunungAnyar
Gunungsari,-7.2999127,112.7143887,JawaTimur,Surabaya,DukuhPakis
Wonocolo,-7.3249948,112.7443506,JawaTimur,Surabaya,TenggilisMejoyo
Tegalsari,-7.2709142,112.737995,JawaTimur,Surabaya,Tegalsari
Keputih,-7.2888013,112.8140921,JawaTimur,Surabaya,Sukolilo
Jajar Tunggal,-7.3094585,112.7062172,JawaTimur,Surabaya,Wiyung
Mulyorejo,-7.2683915,112.785004,JawaTimur,Surabaya,Mulyorejo
Margorejo,-7.3151411,112.7409849,JawaTimur,Surabaya,Wonocolo
Rungkut Kidul,-7.3295079,112.7727938,JawaTimur,Surabaya,Rungkut
Kedurus,-7.3208417,112.7049521,JawaTimur,Surabaya,KarangPilang
Karah,-7.3157483,112.7188546,JawaTimur,Surabaya,Jambangan
Sidosermo,-7.3114791,112.7531606,JawaTimur,Surabaya,Wonocolo
Karang Pilang,-7.339573,112.6905596,JawaTimur,Surabaya,KarangPilang
Panjang Jiwo,-7.3110367,112.7621556,JawaTimur,Surabaya,TenggilisMejoyo
Jagir,-7.3058691,112.7460138,JawaTimur,Surabaya,Wonocolo
Jagir,-7.3058691,112.7460138,JawaTimur,Surabaya,Wonokromo
Gayungan,-7.3319551,112.7242117,JawaTimur,Surabaya,Gayungan
Menur Pumpungan,-7.2925354,112.7676102,JawaTimur,Surabaya,Sukolilo
Made,-7.2770442,112.6375824,JawaTimur,Surabaya,Sambikerep
Gunung Anyar Tambak,-7.3383736,112.813827,JawaTimur,Surabaya,GunungAnyar
Wonokromo,-7.3051307,112.730225,JawaTimur,Surabaya,Wonokromo
Dukuh Sutorejo,-7.258021,112.8010189,JawaTimur,Surabaya,Mulyorejo
Jeruk,-7.3013446,112.643242,JawaTimur,Surabaya,Lakarsantri
Medokan Ayu,-7.3227729,112.8128364,JawaTimur,Surabaya,Rungkut
Keputran,-7.2817994,112.743159,JawaTimur,Surabaya,Tegalsari
Wiyung,-7.3114202,112.6932602,JawaTimur,Surabaya,Wiyung
Kertajaya,-7.2824375,112.7561272,JawaTimur,Surabaya,Gubeng
Wiyung,-7.3085574,112.6927289,JawaTimur,Surabaya,Wiyung
Kalisari,-7.2598987,112.8124531,JawaTimur,Surabaya,Mulyorejo
Kalijudan,-7.2561189,112.7826455,JawaTimur,Surabaya,Mulyorejo
Karang Pilang,-7.332066,112.6860741,JawaTimur,Surabaya,KarangPilang
Airlangga,-7.2725631,112.7573493,JawaTimur,Surabaya,Gubeng
Kutisari,-7.3358386,112.7495723,JawaTimur,Surabaya,TenggilisMejoyo
Wonokromo,-7.2941877,112.7382257,JawaTimur,Surabaya,Wonokromo
Bringin,-7.2645554,112.6444185,JawaTimur,Surabaya,Sambikerep
Dukuh Kupang,-7.2812769,112.7084091,JawaTimur,Surabaya,DukuhPakis
Pradahkali Kendal,-7.2885577,112.6911145,JawaTimur,Surabaya,DukuhPakis
Jambangan,-7.3239708,112.7155653,JawaTimur,Surabaya,Jambangan
Lidah Kulon,-7.3029567,112.6558854,JawaTimur,Surabaya,Lakarsantri
Tegalsari,-7.2743384,112.7368648,JawaTimur,Surabaya,Tegalsari
Kebraon,-7.3312434,112.7002411,JawaTimur,Surabaya,KarangPilang
Pucang Sewu,-7.2885325,112.7524725,JawaTimur,Surabaya,Gubeng
Pabean Cantian,-7.2222013,112.7323228,JawaTimur,Surabaya,PabeanCantian
Krembangan Utara,-7.2288814,112.7345963,JawaTimur,Surabaya,PabeanCantian
Waru,-7.3531987,112.7678001,JawaTimur,Sidoarjo,Waru
Taman,-7.3631152,112.6673871,JawaTimur,Sidoarjo,Taman
Krian,-7.4029551,112.5950352,JawaTimur,Sidoarjo,Krian
Balongbendo,-7.4181691,112.524462,JawaTimur,Sidoarjo,BalongBendo
Tarik,-7.4482464,112.5108828,JawaTimur,Sidoarjo,Tarik
Prambon,-7.4683656,112.5813193,JawaTimur,Sidoarjo,Prambon
Krembung,-7.5167602,112.638398,JawaTimur,Sidoarjo,Krembung
Tulangan,-7.4761835,112.6477268,JawaTimur,Sidoarjo,Tulangan
Wonoayu,-7.4281146,112.6292712,JawaTimur,Sidoarjo,Wonoayu
Sukodono,-7.3987026,112.6654114,JawaTimur,Sidoarjo,Sukodono
Sedati,-7.4077286,112.79337,JawaTimur,Sidoarjo,Sedati
Gedangan,-7.3894954,112.7275053,JawaTimur,Sidoarjo,Gedangan
Buduran,-7.4429142,112.7559293,JawaTimur,Sidoarjo,Buduran
Sidoarjo,-7.4736884,112.7417646,JawaTimur,Sidoarjo,Candi
Candi,-7.4853679,112.732052,JawaTimur,Sidoarjo,Candi
Tanggulangin,-7.5056386,112.7218606,JawaTimur,Sidoarjo,Tanggulangin
Porong,-7.530591,112.733627,JawaTimur,Sidoarjo,Tanggulangin
Jabon,-7.5350697,112.7918183,JawaTimur,Sidoarjo,Jabon
Desa Kumendung,-8.3834114,114.3320453,JawaTimur,Banyuwangi,Muncar
Desa Wringin Putih,-8.4781601,114.3474546,JawaTimur,Banyuwangi,Muncar
Dusun Kampung Lor Desa Sukojati,-8.2754119,114.3598688,JawaTimur,Banyuwangi,Kabat
Dusun Kampung Tengah Desa Sukojati,-8.2780005,114.35552,JawaTimur,Banyuwangi,Kabat
Dusun Krajan Desa Sukojati,-8.2870042,114.3556722,JawaTimur,Banyuwangi,Kabat
Dusun Sengon Desa Sukojati,-8.2901468,114.3586278,JawaTimur,Banyuwangi,Kabat
Desa Sukojati,-8.281823,114.3581485,JawaTimur,Banyuwangi,Kabat
Lingkungan Ujung Kelurahan Kepatihan,-8.21272,114.3798872,JawaTimur,Banyuwangi,Banyuwangi
Lingkungan Krajan Kelurahan Kepatihan,-8.2123766,114.3749603,JawaTimur,Banyuwangi,Banyuwangi
Lingkungan Kauman,-8.2096946,114.3748306,JawaTimur,Banyuwangi,Banyuwangi
Kelurahan Kepatihan,-8.2111425,114.3771967,JawaTimur,Banyuwangi,Banyuwangi
Dusun Sengon,-8.2900857,114.358675,JawaTimur,Banyuwangi,Kabat
Dusun Krajan,-8.2853296,114.3556983,JawaTimur,Banyuwangi,Kabat
Dusun Kampung Tengah,-8.2779268,114.3555943,JawaTimur,Banyuwangi,Kabat
Dusun Kampung Lor,-8.2754257,114.3598787,JawaTimur,Banyuwangi,Kabat
Desa Sukojati,-8.2818123,114.3581706,JawaTimur,Banyuwangi,Kabat
Mojopanggung,-8.2169343,114.355303,JawaTimur,Banyuwangi,Giri
Lingkungan Cungking,-8.2169343,114.3542671,JawaTimur,Banyuwangi,Giri
Lingkungan Mojoroto,-8.2142651,114.3586564,JawaTimur,Banyuwangi,Giri
Tamanbaru,-8.2239892,114.361403,JawaTimur,Banyuwangi,Banyuwangi
Tamansari,-8.2244189,114.3605061,JawaTimur,Banyuwangi,Banyuwangi
Kampungbaru,-8.2213983,114.3623337,JawaTimur,Banyuwangi,Banyuwangi
Kreteranggon,-7.3376425,112.3419709,JawaTimur,Lamongan,Sambeng
Selorejo,-7.3339777,112.3189795,JawaTimur,Lamongan,Sambeng
Pamotan,-7.3419662,112.3038635,JawaTimur,Lamongan,Sambeng
Jatipandak,-7.3407226,112.2797262,JawaTimur,Lamongan,Sambeng
Garung,-7.3438162,112.2592729,JawaTimur,Lamongan,Sambeng
Wateswinangun,-7.3411002,112.2415776,JawaTimur,Lamongan,Sambeng
Barurejo,-7.3100982,112.3198427,JawaTimur,Lamongan,Sambeng
Candisari,-7.3130745,112.2946839,JawaTimur,Lamongan,Sambeng
Kedungwangi,-7.314659,112.2693901,JawaTimur,Lamongan,Sambeng
Tenggiring,-7.3169227,112.2519285,JawaTimur,Lamongan,Sambeng
Semampirejo,-7.3172422,112.2359922,JawaTimur,Lamongan,Sambeng
Sidokumpul,-7.3108704,112.2270852,JawaTimur,Lamongan,Sambeng
Pasarlegi,-7.2925323,112.227211,JawaTimur,Lamongan,Sambeng
Sumbersari,-7.2962274,112.238673,JawaTimur,Lamongan,Sambeng
Pataan,-7.2884135,112.259096,JawaTimur,Lamongan,Sambeng
Ardirejo,-7.289629,112.2742612,JawaTimur,Lamongan,Sambeng
Nogojatisari,-7.2814707,112.2926499,JawaTimur,Lamongan,Sambeng
Gempolmanis,-7.2781814,112.317542,JawaTimur,Lamongan,Sambeng
Kedungbanjar,-7.2527389,112.3070526,JawaTimur,Lamongan,Sambeng
Wudi,-7.2294579,112.3011221,JawaTimur,Lamongan,Sambeng
Wonorejo,-7.2519355,112.260111,JawaTimur,Lamongan,Sambeng
Sekidang,-7.240659,112.2548891,JawaTimur,Lamongan,Sugio
Sambeng,-7.2890596,112.2871232,JawaTimur,Lamongan,Sambeng
Lamongrejo,-7.3315474,112.2177363,JawaTimur,Lamongan,Ngimbang
Durikedungjero,-7.3392208,112.2049865,JawaTimur,Lamongan,Ngimbang
Mendogo,-7.3457558,112.1866784,JawaTimur,Lamongan,Ngimbang
Jejel,-7.3343102,112.1737696,JawaTimur,Lamongan,Ngimbang
Gebangangkrik,-7.3328775,112.1630743,JawaTimur,Lamongan,Ngimbang
Ganggantingan,-7.3477921,112.1643614,JawaTimur,Lamongan,Ngimbang
Kedungmentawar,-7.3554788,112.1581853,JawaTimur,Lamongan,Ngimbang
Lawak,-7.3233614,112.1959515,JawaTimur,Lamongan,Ngimbang
Purwokerto,-7.3192334,112.1782603,JawaTimur,Lamongan,Ngimbang
Ngasemlemahbang,-7.317731,112.1652134,JawaTimur,Lamongan,Ngimbang
Cerme,-7.2967959,112.1627806,JawaTimur,Lamongan,Ngimbang
Slaharwotan,-7.2837127,112.1684736,JawaTimur,Lamongan,Ngimbang
Kakatpenjalin,-7.2829755,112.1982019,JawaTimur,Lamongan,Ngimbang
Munungrejo,-7.3044881,112.2047398,JawaTimur,Lamongan,Ngimbang
Ngimbang,-7.2846655,112.2070827,JawaTimur,Lamongan,Ngimbang
Drujugurit,-7.2932859,112.1956643,JawaTimur,Lamongan,Ngimbang
Sendangrejo,-7.278736,112.2230358,JawaTimur,Lamongan,Ngimbang
Girik,-7.2530068,112.2173508,JawaTimur,Lamongan,Ngimbang
Tlemang,-7.246042,112.1902787,JawaTimur,Lamongan,Ngimbang
Ngimbang,-7.2969306,112.1933451,JawaTimur,Lamongan,Ngimbang
Pendowokumpul,-7.3555604,112.1475805,JawaTimur,Lamongan,Sukorame
Wedoro,-7.3542972,112.1359552,JawaTimur,Lamongan,Sukorame
Sewor,-7.3538518,112.1303701,JawaTimur,Lamongan,Sukorame
Kedungrejo,-7.3662856,112.1263763,JawaTimur,Lamongan,Sukorame
Sukorame,-7.352447,112.1112749,JawaTimur,Lamongan,Sukorame
Kedungkumpul,-7.3661968,112.0999444,JawaTimur,Lamongan,Sukorame
Sembung,-7.3383545,112.086363,JawaTimur,Lamongan,Sukorame
Banggle,-7.3168758,112.0848218,JawaTimur,Lamongan,Sukorame
Mragel,-7.3299724,112.1003793,JawaTimur,Lamongan,Sukorame
Sukorame,-7.3451992,112.1135741,JawaTimur,Lamongan,Sukorame
Talunrejo,-7.2968564,112.1024235,JawaTimur,Lamongan,Bluluk
Bluluk,-7.2739792,112.1315302,JawaTimur,Lamongan,Bluluk
Bronjong,-7.2855911,112.1479789,JawaTimur,Lamongan,Bluluk
Kantor Kepala Desa Primpen,-7.3008306,112.1510339,JawaTimur,Lamongan,Bluluk
Sumberbanjar,-7.3284759,112.1461576,JawaTimur,Lamongan,Bluluk
Songowareng,-7.3120975,112.1373808,JawaTimur,Lamongan,Bluluk
Kumitir,-7.5703332,112.4138344,JawaTimur,Mojokerto,Jatirejo
Sumengko,-7.5801662,112.4246025,JawaTimur,Mojokerto,Jatirejo
Jatipasar,-7.5456519,112.3938103,JawaTimur,Mojokerto,Trowulan
Domas,-7.5548198,112.4123385,JawaTimur,Mojokerto,Trowulan
Dinoyo,-7.5913821,112.42949,JawaTimur,Mojokerto,Jatirejo
Gading,-7.5803676,112.4104971,JawaTimur,Mojokerto,Jatirejo
Dukuhngarjo,-7.5884355,112.4048135,JawaTimur,Mojokerto,Jatirejo
Gebangsari,-7.5932404,112.4193313,JawaTimur,Mojokerto,Jatirejo
Jatirejo,-7.6054227,112.4143668,JawaTimur,Mojokerto,Jatirejo
Baureno,-7.6032944,112.4295618,JawaTimur,Mojokerto,Jatirejo
Sumberagung,-7.5995302,112.4414609,JawaTimur,Mojokerto,Jatirejo
Padangasri,-7.5843962,112.4364507,JawaTimur,Mojokerto,Jatirejo
Mojogeneng,-7.5858947,112.445259,JawaTimur,Mojokerto,Jatirejo
Karangjeruk,-7.5804847,112.4520981,JawaTimur,Mojokerto,Jatirejo
Bleberan,-7.6195015,112.4361905,JawaTimur,Mojokerto,Jatirejo
Manting,-7.642674,112.4416665,JawaTimur,Mojokerto,Jatirejo
Jembul,-7.6739381,112.4459385,JawaTimur,Mojokerto,Jatirejo
Sumberjati,-7.6354523,112.4245803,JawaTimur,Mojokerto,Jatirejo
Rejosari,-7.680533,112.4377742,JawaTimur,Mojokerto,Jatirejo
Lebakjabung,-7.6257491,112.4110974,JawaTimur,Mojokerto,Jatirejo
Tawangrejo,-7.7140102,112.4409375,JawaTimur,Mojokerto,Jatirejo
Jatirejo,-7.6715751,112.433513,JawaTimur,Mojokerto,Jatirejo
Jambuwok,-7.5443787,112.4119807,JawaTimur,Mojokerto,Trowulan
Watesumpak,-7.5332323,112.3965913,JawaTimur,Mojokerto,Trowulan
Panggih,-7.5168126,112.39071,JawaTimur,Mojokerto,Trowulan
Bicak,-7.4942723,112.3892114,JawaTimur,Mojokerto,Sooko
Balongwono,-7.4958868,112.380073,JawaTimur,Mojokerto,Trowulan
Tawangsari,-7.5126722,112.3780227,JawaTimur,Mojokerto,Trowulan
Wonorejo,-7.5276942,112.3810444,JawaTimur,Mojokerto,Trowulan
Kejagan,-7.5346839,112.3768248,JawaTimur,Mojokerto,Trowulan
Bejijong,-7.550752,112.3715971,JawaTimur,Mojokerto,Trowulan
Trowulan,-7.5558624,112.3796198,JawaTimur,Mojokerto,Trowulan
Sentonorejo,-7.572417,112.3777882,JawaTimur,Mojokerto,Trowulan
Beloh,-7.5592862,112.3998127,JawaTimur,Mojokerto,Trowulan
Temon,-7.5713471,112.3964029,JawaTimur,Mojokerto,Trowulan
Pakis,-7.5989908,112.3868227,JawaTimur,Mojokerto,Trowulan
Trowulan,-7.5489754,112.3930632,JawaTimur,Mojokerto,Trowulan
Purwotengah,-7.4646704,112.4357132,JawaTimur,KotaMojokerto,Magersari
Sentanan,-7.4690323,112.4334713,JawaTimur,KotaMojokerto,Magersari
